paper,title,room,category
3744,xLSTM-Mixer: Multivariate Time Series Forecasting by Mixing via Scalar Memories,Room 6,deep_learning
3745,NeedleInATable: Exploring Long-Context Capability of Large Language Models towards Long-Structured Tables,Room 7,applications
3746,Fact-R1: Towards Explainable Video Misinformation Detection with Deep Reasoning,Room 3,applications
3747,Localist Topographic Expert Routing: A Barrel Cortex-Inspired Modular Network for Sensorimotor Processing,Room 1,neuroscience_and_cognitive_science
3748,"Scalable, Explainable and Provably Robust Anomaly Detection with One-Step Flow Matching",Room 6,general_machine_learning
3749,Interpretable Next-token Prediction via the Generalized Induction Head,Room 9,neuroscience_and_cognitive_science
3750,"A Token is Worth over 1,000 Tokens: Efficient Knowledge Distillation through Low-Rank Clone",Room 8,deep_learning
3751,RiboFlow: Conditional De Novo RNA Co-Design via Synergistic Flow Matching,Room 7,machine_learning_for_sciences
3752,Empirical Study on Robustness and Resilience in Cooperative Multi-Agent Reinforcement Learning,Room 3,reinforcement_learning
3753,Coreset for Robust Geometric Median: Eliminating Size Dependency on Outliers,Room 4,optimization
3754,SparseMVC: Probing Cross-view Sparsity Variations for Multi-view Clustering,Room 5,deep_learning
3755,Unbiased Prototype Consistency Learning for Multi-Modal and Multi-Task Object Re-Identification,Room 2,deep_learning
3756,Videos are Sample-Efficient Supervisions: Behavior Cloning from Videos via Latent Representations,Room 12,reinforcement_learning
3757,MJ-Video: Benchmarking and Rewarding Video Generation with Fine-Grained Video Preference,Room 5,evaluation
3758,Consistency of Physics-Informed Neural Networks for Second-Order Elliptic Equations,Room 6,deep_learning
3759,Fast Projection-Free Approach (without Optimization Oracle) for Optimization over Compact Convex Set,Room 12,optimization
3760,Self-Supervised Direct Preference Optimization for Text-to-Image Diffusion Models,Room 11,applications
3761,Wider or Deeper?  Scaling LLM Inference-Time Compute with Adaptive Branching Tree Search,Room 3,deep_learning
3762,A Multimodal BiMamba Network with Test-Time Adaptation for Emotion Recognition Based on Physiological Signals,Room 2,neuroscience_and_cognitive_science
3763,OmniGen-AR: AutoRegressive Any-to-Image Generation,Room 5,deep_learning
3764,NeSyPr: Neurosymbolic Proceduralization For Efficient Embodied Reasoning,Room 2,reinforcement_learning
3765,RepoMaster: Autonomous Exploration and Understanding of GitHub Repositories for  Complex Task Solving,Room 3,applications
3766,A Signed Graph Approach to Understanding and Mitigating Oversmoothing,Room 6,deep_learning
3767,Multiresolution Analysis and Statistical Thresholding on Dynamic Networks,Room 4,general_machine_learning
3768,One-Step Diffusion for Detail-Rich and Temporally Consistent Video Super-Resolution,Room 5,applications
3769,Learned Prefix Caching for Efficient LLM Inference,Room 3,deep_learning
3770,Hierarchical Shortest-Path Graph Kernel Network,Room 6,general_machine_learning
3771,Convex Approximation of Two-Layer ReLU Networks for Hidden State Differential Privacy,Room 10,general_machine_learning
3772,A Partition Cover Approach to Tokenization,Room 1,deep_learning
3773,Sum Estimation under Personalized Local Differential Privacy,Room 10,social_and_economic_aspects_of_machine_learning
3774,Online Learning of Neural Networks,Room 12,theory
3775,Towards Thinking-Optimal Scaling of Test-Time Compute for LLM Reasoning,Room 10,deep_learning
3776,Precise Diffusion Inversion: Towards Novel Samples and Few-Step Models,Room 2,deep_learning
3777,Variational Pólya Tree,Room 4,probabilistic_methods
3778,Rethinking Fine-Tuning when Scaling Test-Time Compute: Limiting Confidence Improves Mathematical Reasoning,Room 3,deep_learning
3779,Differential Privacy on Fully Dynamic Streams,Room 10,social_and_economic_aspects_of_machine_learning
3780,Degrees of Freedom for Linear Attention: Distilling Softmax Attention with Optimal Feature Efficiency,Room 3,theory
3781,ChunkKV: Semantic-Preserving KV Cache Compression for Efficient Long-Context LLM Inference,Room 8,general_machine_learning
3782,DC4GS: Directional Consistency-Driven Adaptive Density Control for 3D Gaussian Splatting,Room 9,applications
3783,SGN: Shifted Window-Based Hierarchical Variable Grouping for Multivariate Time Series Classification,Room 8,deep_learning
3784,Collapsing Taylor Mode Automatic Differentiation,Room 6,machine_learning_for_sciences
3785,Learning Relative Gene Expression Trends from Pathology Images in Spatial Transcriptomics,Room 2,applications
3786,ThinkAct: Vision-Language-Action Reasoning via Reinforced Visual Latent Planning,Room 9,applications
3787,Lie Detector: Unified Backdoor Detection via Cross-Examination Framework,Room 7,social_and_economic_aspects_of_machine_learning
3788,Preference Optimization by Estimating the Ratio of the Data Distribution,Room 1,deep_learning
3789,UltraHR-100K: Enhancing UHR Image Synthesis with A Large-Scale High-Quality Dataset,Room 2,applications
3790,Functional Virtual Adversarial Training for Semi-Supervised Time Series Classification,Room 2,general_machine_learning
3791,Non-Convex Tensor Recovery from Tube-Wise Sensing,Room 1,optimization
3792,Efficient Part-level 3D Object Generation via Dual Volume Packing,Room 9,applications
3793,Functional Matching of Logic Subgraphs: Beyond Structural Isomorphism,Room 1,applications
3794,Shortcut Features as Top Eigenfunctions of NTK: A Linear Neural Network Case and More,Room 6,deep_learning
3795,Learning in Stackelberg Mean Field Games: A Non-Asymptotic Analysis,Room 4,theory
3796,Noise-Robustness Through Noise: A Framework combining Asymmetric LoRA with Poisoning MoE,Room 7,deep_learning
3797,Can Class-Priors Help Single-Positive Multi-Label Learning?,Room 6,general_machine_learning
3798,SuffixDecoding: Extreme Speculative Decoding for Emerging AI Applications,Room 8,deep_learning
3799,Bidirectional Representations Augmented Autoregressive Biological Sequence Generation,Room 7,machine_learning_for_sciences
3800,System-1.5 Reasoning: Traversal in Language and Latent Spaces with Dynamic Shortcuts,Room 7,deep_learning
3801,VA-GS: Enhancing the Geometric Representation of Gaussian Splatting via View Alignment,Room 9,applications
3802,Local Learning for Covariate Selection in Nonparametric Causal Effect Estimation with Latent Variables,Room 11,probabilistic_methods
3803,Motion4D: Learning 3D-Consistent Motion and Semantics for 4D Scene Understanding,Room 9,applications
3804,Efficient Prompt Compression with Evaluator Heads for Long-Context Transformer Inference,Room 7,deep_learning
3805,Multi-Agent Debate for LLM Judges with Adaptive Stability Detection,Room 1,applications
3806,DepthVanish: Optimizing Adversarial Interval Structures for Stereo-Depth-Invisible Patches,Room 3,social_and_economic_aspects_of_machine_learning
3807,Last-Iterate Convergence of Smooth Regret Matching$^+$ Variants in Learning Nash Equilibria,Room 10,theory
3808,Adversarial Attacks against Closed-Source MLLMs via Feature Optimal Alignment,Room 10,social_and_economic_aspects_of_machine_learning
3809,GUARDIAN: Safeguarding LLM Multi-Agent Collaborations with Temporal Graph Modeling,Room 7,social_and_economic_aspects_of_machine_learning
3810,Multi-order Orchestrated Curriculum Distillation for Model-Heterogeneous Federated Graph Learning,Room 6,social_and_economic_aspects_of_machine_learning
3811,FRBNet: Revisiting Low-Light Vision through Frequency-Domain Radial Basis Network,Room 2,applications
3812,Scalable Valuation of Human Feedback through Provably Robust Model Alignment,Room 3,social_and_economic_aspects_of_machine_learning
3813,GeoRanker: Distance-Aware Ranking for Worldwide Image Geolocalization,Room 1,machine_learning_for_sciences
3814,DAIL: Beyond Task Ambiguity for Language-Conditioned Reinforcement Learning,Room 8,reinforcement_learning
3815,UniRelight: Learning Joint Decomposition and Synthesis for Video Relighting,Room 5,applications
3816,Improved Approximation Algorithms for Chromatic and Pseudometric-Weighted Correlation Clustering,Room 4,theory
3817,LuxDiT: Lighting Estimation with Video Diffusion Transformer,Room 5,applications
3818,Train to Defend: First Defense Against Cryptanalytic Neural Network Parameter Extraction Attacks,Room 10,social_and_economic_aspects_of_machine_learning
3819,How to Auto-optimize Prompts for Domain Tasks? Adaptive Prompting and Reasoning through Evolutionary Domain Knowledge Adaptation,Room 3,deep_learning
3820,AffordBot: 3D Fine-grained Embodied Reasoning via Multimodal Large Language Models,Room 9,applications
3821,When Thinking Fails: The Pitfalls of Reasoning for Instruction-Following in LLMs,Room 7,deep_learning
3822,ViSPLA: Visual Iterative Self-Prompting for Language-Guided 3D Affordance Learning,Room 2,other
3823,Once Upon an Input: Reasoning via Per-Instance Program Synthesis,Room 9,deep_learning
3824,Improving Model-Based Reinforcement Learning by Converging to Flatter Minima,Room 12,reinforcement_learning
3825,Kernel Density Steering: Inference-Time Scaling via Mode Seeking for Image Restoration,Room 4,deep_learning
3826,CLIPTTA: Robust Contrastive Vision-Language Test-Time Adaptation,Room 2,general_machine_learning
3827,Measuring AI Ability to Complete Long Software Tasks,Room 1,evaluation
3828,Generalization Bound of Gradient Flow through Training Trajectory and Data-dependent Kernel,Room 4,theory
3829,On Agnostic PAC Learning in the Small Error Regime,Room 6,theory
3830,OmniCast: A Masked Latent Diffusion Model for Weather Forecasting Across Time Scales,Room 12,machine_learning_for_sciences
3831,Optimal Estimation of the Best Mean in Multi-Armed Bandits,Room 1,general_machine_learning
3832,Asymptotically exact variational flows via involutive MCMC kernels,Room 4,probabilistic_methods
3833,Single-pass Adaptive Image Tokenization for Minimum Program Search,Room 8,applications
3834,REN: Fast and Efficient Region Encodings from Patch-Based Image Encoders,Room 8,deep_learning
3835,Block-Diagonal LoRA for Eliminating Communication Overhead in Tensor Parallel LoRA Serving,Room 1,infrastructure
3836,Information-Driven Design of Imaging Systems,Room 1,machine_learning_for_sciences
3837,Matchings Under Biased and Correlated Evaluations,Room 1,theory
3838,Steering Generative Models with Experimental Data for Protein Fitness Optimization,Room 7,machine_learning_for_sciences
3839,Regression-adjusted Monte Carlo Estimators for Shapley Values and Probabilistic Values,Room 3,social_and_economic_aspects_of_machine_learning
3840,The Matrix: Infinite-Horizon World Generation with Real-Time Moving Control,Room 5,deep_learning
3841,Tracking and Understanding Object Transformations,Room 2,applications
3842,Robust Distributed Estimation: Extending Gossip Algorithms to Ranking and Trimmed Means,Room 4,theory
3843,seq-JEPA: Autoregressive Predictive Learning of Invariant-Equivariant World Models,Room 2,deep_learning
3844,Adaptive Frontier Exploration on Graphs with Applications to Network-Based Disease Testing,Room 1,optimization
3845,Wavelet Canonical Coherence for Nonstationary Signals,Room 5,neuroscience_and_cognitive_science
3846,Lessons Learned: A Multi-Agent Framework for Code LLMs to Learn and Improve,Room 1,applications
3847,ShorterBetter: Guiding Reasoning Models to Find Optimal Inference Length for Efficient Reasoning,Room 10,deep_learning
3848,RefLoRA: Refactored Low-Rank Adaptation for Efficient Fine-Tuning of Large Models,Room 10,deep_learning
3849,Neural Collapse under Gradient Flow on Shallow ReLU Networks for Orthogonally Separable Data,Room 4,optimization
3850,Efficient Spectral Control of Partially Observed Linear Dynamical Systems,Room 4,theory
3851,"Same Task, Different Circuits: Disentangling Modality-Specific Mechanisms in VLMs",Room 8,deep_learning
3852,MIP against Agent: Malicious Image Patches Hijacking Multimodal OS Agents,Room 3,deep_learning
3853,IBGS: Image-Based Gaussian Splatting,Room 9,applications
3854,Vision‑Language‑Vision Auto‑Encoder: Scalable Knowledge Distillation from Diffusion Models,Room 5,deep_learning
3855,Tightening Regret Lower and Upper Bounds in Restless Rising Bandits,Room 1,theory
3856,OpenHOI: Open-World Hand-Object Interaction Synthesis with Multimodal Large Language Model,Room 2,applications
3857,Scaling RL to Long Videos,Room 5,applications
3858,"Compositional Discrete Latent Code for High Fidelity, Productive Diffusion Models",Room 5,deep_learning
3859,Deep Learning with Plausible Deniability,Room 10,social_and_economic_aspects_of_machine_learning
3860,DUO: No Compromise to Accuracy Degradation,Room 6,infrastructure
3861,Language Modeling by Language Models,Room 7,applications
3862,"Harmony in Divergence: Towards Fast, Accurate, and Memory-efficient Zeroth-order LLM Fine-tuning",Room 7,deep_learning
3863,Plasticity as the Mirror of Empowerment,Room 12,reinforcement_learning
3864,$\texttt{BetaConform}$: Efficient MAP Estimation of LLM Ensemble Judgment Performance with Prior Transfer,Room 3,applications
3865,InfantAgent-Next: A Multimodal Generalist Agent for Automated Computer Interaction,Room 3,infrastructure
3866,Steering Information Utility in Key-Value Memory for Language Model Post-Training,Room 8,deep_learning
3867,Towards Identifiability of Hierarchical Temporal Causal Representation Learning,Room 6,probabilistic_methods
3868,Online Time Series Forecasting with Theoretical Guarantees,Room 6,general_machine_learning
3869,Can DPO Learn Diverse Human Values? A Theoretical Scaling Law,Room 1,deep_learning
3870,LoRA-EnVar: Parameter-Efficient Hybrid Ensemble Variational Assimilation for Weather Forecasting,Room 12,machine_learning_for_sciences
3871,PiKE: Adaptive Data Mixing for Large-Scale Multi-Task Learning Under Low Gradient Conflicts,Room 4,optimization
3872,Improving Retrieval-Augmented Generation through Multi-Agent Reinforcement Learning,Room 12,deep_learning
3873,Language Models can Self-Improve at State-Value Estimation for Better Search,Room 3,applications
3874,"ShapeCraft: LLM Agents for Structured, Textured and Interactive 3D Modeling",Room 2,applications
3875,Temporal In‑Context Fine‑Tuning with Temporal Reasoning for Versatile Control of Video Diffusion Models,Room 5,deep_learning
3876,Praxis-VLM: Vision-Grounded Decision Making via Text-Driven Reinforcement Learning,Room 5,applications
3877,Scalable Cross-View Sample Alignment for Multi-View Clustering with View Structure Similarity,Room 5,general_machine_learning
3878,Let LRMs Break Free from Overthinking via Self-Braking Tuning,Room 10,deep_learning
3879,No Object Is an Island: Enhancing 3D Semantic Segmentation Generalization with Diffusion Models,Room 9,applications
3880,HALO: Hadamard-Assisted Lower-Precision Optimization for LLMs,Room 11,deep_learning
3881,CodeCrash: Exposing LLM Fragility to Misleading Natural Language in Code Reasoning,Room 9,evaluation
3882,Multidimensional Bayesian Utility Maximization: Tight Approximations to Welfare,Room 4,theory
3883,ContextAgent: Context-Aware Proactive LLM Agents with Open-world Sensory Perceptions,Room 3,applications
3884,Learning When to Think: Shaping Adaptive Reasoning in R1-Style Models via Multi-Stage RL,Room 10,applications
3885,Decomposing stimulus-specific sensory neural information via diffusion models,Room 4,neuroscience_and_cognitive_science
3886,When Causal Dynamics Matter: Adapting Causal Strategies through Meta-Aware Interventions,Room 11,probabilistic_methods
3887,ACCO: Accumulate While You Communicate for Communication-Overlapped Sharded LLM Training,Room 6,deep_learning
3888,See through the Dark: Learning Illumination-affined Representations for Nighttime Occupancy Prediction,Room 5,applications
3889,AC-DiT: Adaptive Coordination Diffusion Transformer for Mobile Manipulation,Room 2,applications
3890,Any-stepsize Gradient Descent for Separable Data under Fenchel–Young Losses,Room 12,optimization
3891,VLMs can Aggregate Scattered Training Patches,Room 2,social_and_economic_aspects_of_machine_learning
3892,Rethinking Approximate Gaussian Inference in Classification,Room 4,probabilistic_methods
3893,Provably Efficient RL under Episode-Wise Safety in Constrained MDPs with Linear Function Approximation,Room 4,theory
3894,Mesh Interpolation Graph Network for Dynamic and Spatially Irregular Global Weather Forecasting,Room 1,machine_learning_for_sciences
3895,Conditional Panoramic Image Generation via Masked Autoregressive Modeling,Room 5,applications
3896,An Efficient Local Search Approach for Polarized Community Discovery in Signed Networks,Room 1,general_machine_learning
3897,StreamBP: Memory-Efficient Exact Backpropagation for Long Sequence Training of LLMs,Room 3,deep_learning
3898,Adversarial Graph Fusion for Incomplete Multi-view Semi-supervised Learning with Tensorial Imputation,Room 5,general_machine_learning
3899,Approximation theory for 1-Lipschitz ResNets,Room 4,deep_learning
3900,VimoRAG: Video-based Retrieval-augmented 3D Motion Generation for Motion Language Models,Room 2,deep_learning
3901,"Variational Regularized Unbalanced Optimal Transport: Single Network, Least Action",Room 4,machine_learning_for_sciences
3902,Mol-LLaMA: Towards General Understanding of Molecules in Large Molecular Language Model,Room 11,machine_learning_for_sciences
3903,Elastic Robust Unlearning of Specific Knowledge in Large Language Models,Room 9,deep_learning
3904,Open-Vocabulary Part Segmentation via Progressive and Boundary-Aware Strategy,Room 1,applications
3905,Preference-Driven Multi-Objective Combinatorial Optimization with Conditional Computation,Room 12,deep_learning
3906,SceneWeaver: All-in-One 3D Scene Synthesis with an Extensible and Self-Reflective Agent,Room 2,applications
3907,ReplaceMe: Network Simplification via Depth Pruning and Transformer Block Linearization,Room 7,deep_learning
3908,CoFFT: Chain of Foresight-Focus Thought for Visual Language Models,Room 5,applications
3909,Feature Unlearning: Theoretical Foundations and Practical Applications with Shuffling,Room 9,general_machine_learning
3910,Covariate-moderated Empirical Bayes Matrix Factorization,Room 7,machine_learning_for_sciences
3911,ROSE: Remove Objects with Side Effects in Videos,Room 5,applications
3912,Future-Aware End-to-End Driving: Bidirectional Modeling of Trajectory Planning and Scene Evolution,Room 5,applications
3913,Modeling Cell Dynamics and Interactions with Unbalanced Mean Field Schrödinger Bridge,Room 1,machine_learning_for_sciences
3914,Representation Entanglement for Generation: Training Diffusion Transformers Is Much Easier Than You Think,Room 11,deep_learning
3915,Reinforcing the Diffusion Chain of Lateral Thought with Diffusion Language Models,Room 10,deep_learning
3916,Bi-Level Knowledge Transfer for Multi-Task Multi-Agent Reinforcement Learning,Room 12,reinforcement_learning
3917,HAIF-GS: Hierarchical and Induced Flow-Guided Gaussian Splatting for Dynamic Scene,Room 9,deep_learning
3918,To Distill or Decide? Understanding the Algorithmic Trade-off in Partially Observable RL,Room 4,reinforcement_learning
3919,A learnability analysis on neuro-symbolic learning,Room 3,general_machine_learning
3920,Gaze-VLM: Bridging Gaze and VLMs through Attention Regularization for Egocentric Understanding,Room 1,deep_learning
3921,Information-Theoretic Reward Decomposition for Generalizable RLHF,Room 11,deep_learning
3922,"GPLQ: A General, Practical, and Lightning QAT Method for Vision Transformers",Room 5,applications
3923,Domain Adaptive Hashing Retrieval via VLM Assisted Pseudo-Labeling and Dual Space Adaptation,Room 11,deep_learning
3924,Diffusion-Driven Progressive Target Manipulation for Source-Free Domain Adaptation,Room 5,deep_learning
3925,Learning Across the Gap: Hybrid Multi-armed Bandits with Heterogeneous Offline and Online Data,Room 1,theory
3926,Progressive Data Dropout: An Embarrassingly Simple Approach to Train Faster,Room 3,infrastructure
3927,GD$^2$: Robust Graph Learning under Label Noise via Dual-View Prediction Discrepancy,Room 6,general_machine_learning
3928,Hyperbolic Dataset Distillation,Room 1,deep_learning
3929,APOLLO: Automated LLM and Lean Collaboration for Advanced Formal Reasoning,Room 7,machine_learning_for_sciences
3930,Sparc3D: Sparse Representation and Construction for High-Resolution 3D Shapes Modeling,Room 9,applications
3931,Efficient and Generalizable Mixed-Precision Quantization via Topological Entropy,Room 4,deep_learning
3932,Vicinal Label Supervision for Reliable Aleatoric and Epistemic Uncertainty Estimation,Room 4,deep_learning
3933,Self-Perturbed Anomaly-Aware Graph Dynamics for Multivariate Time-Series Anomaly Detection,Room 4,general_machine_learning
3934,Vision Foundation Models as Effective Visual Tokenizers for Autoregressive Generation,Room 8,deep_learning
3935,Restoring Pruned Large Language Models via Lost Component Compensation,Room 7,deep_learning
3936,S$^2$M-Former: Spiking Symmetric Mixing Branchformer for Brain Auditory Attention Detection,Room 9,neuroscience_and_cognitive_science
3937,Improving Time Series Forecasting via Instance-aware Post-hoc Revision,Room 6,applications
3938,Conformal Prediction in The Loop: A Feedback-Based Uncertainty Model for Trajectory Optimization,Room 4,social_and_economic_aspects_of_machine_learning
3939,Towards Building Model/Prompt-Transferable Attackers against Large Vision-Language Models,Room 10,applications
3940,Partition to Evolve: Niching-enhanced Evolution with LLMs for Automated Algorithm Discovery,Room 1,applications
3941,SALoM: Structure Aware Temporal Graph Networks with Long-Short Memory Updater,Room 8,deep_learning
3942,Time-Evolving Dynamical System for Learning Latent Representations of Mouse Visual Neural Activity,Room 4,neuroscience_and_cognitive_science
3943,Gate to the Vessel: Residual Experts Restore What SAM Overlooks,Room 2,machine_learning_for_sciences
3944,CoP: Agentic Red-teaming for Large Language Models using Composition of Principles,Room 3,social_and_economic_aspects_of_machine_learning
3945,DIFFSSR: Stereo Image Super-resolution Using Differential Transformer,Room 9,applications
3946,GaussianFusion: Gaussian-Based Multi-Sensor Fusion for End-to-End Autonomous Driving,Room 5,applications
3947,StruDiCO: Structured Denoising Diffusion with Gradient-free Inference-stage Boosting for Memory and Time Efficient Combinatorial Optimization,Room 12,machine_learning_for_sciences
3948,E-MoFlow: Learning Egomotion and Optical Flow from Event Data via Implicit Regularization,Room 5,applications
3949,Efficient Federated Learning against Byzantine Attacks and Data Heterogeneity via Aggregating Normalized Gradients,Room 10,optimization
3950,SongBloom: Coherent Song Generation via Interleaved Autoregressive Sketching and Diffusion Refinement,Room 1,applications
3951,A Closer Look to Positive-Unlabeled Learning from Fine-grained Perspectives: An Empirical Study,Room 6,general_machine_learning
3952,"VLM-R³: Region Recognition, Reasoning, and Refinement for Enhanced Multimodal Chain-of-Thought",Room 5,applications
3953,Convex Potential Mirror Langevin Algorithm for Efficient Sampling of Energy-Based Models,Room 6,deep_learning
3954,SIU3R: Simultaneous Scene Understanding and 3D Reconstruction Beyond Feature Alignment,Room 9,applications
3955,Balancing Positive and Negative Classification Error Rates in Positive-Unlabeled Learning,Room 6,general_machine_learning
3956,Zero-Shot Blind-Spot Image Denoising via Cross-Scale Non-Local Pixel Refilling,Room 1,applications
3957,Nabla-R2D3: Effective and Efficient 3D Diffusion Alignment with 2D Rewards,Room 2,applications
3958,Entropy Rectifying Guidance for Diffusion and Flow Models,Room 7,deep_learning
3959,HYPERION: Fine-Grained Hypersphere Alignment for Robust Federated Graph Learning,Room 6,machine_learning_for_sciences
3960,CARE: Decoding-Time Safety Alignment via Rollback and Introspection Intervention,Room 7,deep_learning
3961,AegisGuard: RL-Guided Adapter Tuning for TEE-Based Efficient & Secure On-Device Inference,Room 7,social_and_economic_aspects_of_machine_learning
3962,T2V-OptJail: Discrete Prompt Optimization for Text-to-Video Jailbreak Attacks,Room 7,deep_learning
3963,Continual Model Merging without Data: Dual Projections for Balancing Stability and Plasticity,Room 4,general_machine_learning
3964,RankSEG-RMA: An Efficient Segmentation Algorithm via Reciprocal Moment Approximation,Room 1,general_machine_learning
3965,Object Concepts Emerge from Motion,Room 5,deep_learning
3966,Accident Anticipation via Temporal Occurrence Prediction,Room 2,deep_learning
3967,Speculative Jacobi-Denoising Decoding for Accelerating Autoregressive Text-to-image Generation,Room 5,deep_learning
3968,Brain-Inspired fMRI-to-Text Decoding via Incremental and Wrap-Up Language Modeling,Room 9,neuroscience_and_cognitive_science
3969,DAMamba: Vision State Space Model with Dynamic Adaptive Scan,Room 5,deep_learning
3970,The Fluorescent Veil: A Stealthy and Effective Physical Adversarial Patch Against Traffic Sign Recognition,Room 2,social_and_economic_aspects_of_machine_learning
3971,Who Reasons in the Large Language Models?,Room 9,deep_learning
3972,Genesis: Multimodal Driving Scene Generation with Spatio-Temporal and Cross-Modal Consistency,Room 5,deep_learning
3973,SimSort: A Data-Driven Framework for Spike Sorting by Large-Scale Electrophysiology Simulation,Room 12,neuroscience_and_cognitive_science
3974,Sampling-Efficient Test-Time Scaling: Self-Estimating the Best-of-N Sampling in Early Decoding,Room 3,deep_learning
3975,VideoVLA: Video Generators Can Be Generalizable Robot Manipulators,Room 2,applications
3976,Finite Sample Analyses for Continuous-time Linear Systems: System Identification and Online Control,Room 4,theory
3977,T2SMark: Balancing Robustness and Diversity in Noise-as-Watermark for Diffusion Models,Room 5,applications
3978,Learning Interactive World Model for Object-Centric Reinforcement Learning,Room 3,reinforcement_learning
3979,Enhancing GUI Agent with Uncertainty-Aware Self-Trained Evaluator,Room 3,evaluation
3980,Uncertainty-Guided Exploration for Efficient AlphaZero Training,Room 3,reinforcement_learning
3981,ACT as Human: Multimodal Large Language Model Data Annotation with Critical Thinking,Room 3,deep_learning
3982,Place Cells as Multi-Scale Position Embeddings: Random Walk Transition Kernels for Path Planning,Room 1,general_machine_learning
3983,BNMusic: Blending Environmental Noises into Personalized Music,Room 1,deep_learning
3984,PoE-World: Compositional World Modeling with Products of Programmatic Experts,Room 3,general_machine_learning
3985,CPathAgent: An Agent-based Foundation Model for Interpretable High-Resolution Pathology Image Analysis Mimicking Pathologists' Diagnostic Logic,Room 2,applications
3986,ALTER: All-in-One Layer Pruning and Temporal Expert Routing for Efficient Diffusion Generation,Room 11,applications
3987,Fine-Tuning Discrete Diffusion Models with Policy Gradient Methods,Room 4,deep_learning
3988,GeoLink: Empowering Remote Sensing Foundation Model with OpenStreetMap Data,Room 1,machine_learning_for_sciences
3989,Towards Better & Faster Autoregressive Image Generation: From the Perspective of Entropy,Room 5,deep_learning
3990,CAD-Coder: Text-to-CAD Generation with Chain-of-Thought and Geometric Reward,Room 1,applications
3991,Learning to Instruct for Visual Instruction Tuning,Room 9,deep_learning
3992,Holistic Large-Scale Scene Reconstruction via Mixed Gaussian Splatting,Room 9,applications
3993,Novel Class Discovery for Point Cloud Segmentation via Joint Learning of Causal Representation and Reasoning,Room 11,applications
3994,"Knowledge-based Visual Question Answer with Multimodal Processing, Retrieval and Filtering",Room 5,deep_learning
3995,LLM Interpretability with Identifiable Temporal-Instantaneous Representation,Room 6,deep_learning
3996,Provable Watermarking for Data Poisoning Attacks,Room 2,theory
3997,DuSA: Fast and Accurate Dual-Stage Sparse Attention Mechanism Accelerating Both Training and Inference,Room 5,deep_learning
3998,GeoCAD: Local Geometry-Controllable CAD Generation with Large Language Models,Room 1,applications
3999,Uni-LoRA: One Vector is All You Need,Room 10,deep_learning
4000,LARGO: Latent Adversarial Reflection through Gradient Optimization for Jailbreaking LLMs,Room 7,social_and_economic_aspects_of_machine_learning
4001,COME: Adding Scene-Centric Forecasting Control to Occupancy World Model,Room 5,deep_learning
4002,Learning to Reason under Off-Policy Guidance,Room 10,deep_learning
4003,Revisiting 1-peer exponential graph for enhancing decentralized learning efficiency,Room 6,optimization
4004,PointMAC: Meta-Learned Adaptation for Robust Test-Time Point Cloud Completion,Room 2,applications
4005,Beyond Modality Collapse: Representation Blending for Multimodal Dataset Distillation,Room 2,general_machine_learning
4006,OPHR: Mastering Volatility Trading with Multi-Agent Deep Reinforcement Learning,Room 12,applications
4007,Agnostic Continuous-Time Online Learning,Room 4,theory
4008,Large Language Models Think Too Fast To Explore Effectively,Room 9,neuroscience_and_cognitive_science
4009,Bridging the Gap Between Cross-Domain Theory and Practical Application: A Case Study on Molecular Dissolution,Room 11,machine_learning_for_sciences
4010,A Provable Approach for End-to-End Safe Reinforcement Learning,Room 3,reinforcement_learning
4011,Rebalancing Return Coverage for Conditional Sequence Modeling in Offline Reinforcement Learning,Room 11,reinforcement_learning
4012,Are Pixel-Wise Metrics Reliable for Computerized Tomography Reconstruction?,Room 1,deep_learning
4013,When Thinking Drifts: Evidential Grounding for Robust Video Reasoning,Room 5,applications
4014,$\texttt{STRCMP}$: Integrating Graph Structural Priors with Language Models for Combinatorial Optimization,Room 3,machine_learning_for_sciences
4015,Flow Field Reconstruction with Sensor Placement Policy Learning,Room 2,machine_learning_for_sciences
4016,"Bridging Critical Gaps in Convergent Learning: How Representational Alignment Evolves Across Layers, Training, and Distribution Shifts",Room 1,neuroscience_and_cognitive_science
4017,Reinforcement Learning for Out-of-Distribution Reasoning in LLMs: An Empirical Study on Diagnosis-Related Group Coding,Room 3,machine_learning_for_sciences
4018,Conformal Information Pursuit for Interactively Guiding Large Language Models,Room 3,general_machine_learning
4019,"Track, Inpaint, Resplat: Subject-driven 3D and 4D Generation with Progressive Texture Infilling",Room 5,applications
4020,Variational Supervised Contrastive Learning,Room 12,deep_learning
4021,Slow Transition to Low-Dimensional Chaos in Heavy-Tailed Recurrent Neural Networks,Room 4,neuroscience_and_cognitive_science
4022,RDD: Retrieval-Based Demonstration Decomposer for Planner Alignment in Long-Horizon Tasks,Room 2,reinforcement_learning
4023,Can Multi-Modal LLMs Provide Live Step-by-Step Task Guidance?,Room 11,applications
4024,Normalize Filters! Classical Wisdom for Deep Vision,Room 9,deep_learning
4025,Generalization Guarantees for Learning Score-Based Branch-and-Cut Policies in Integer Programming,Room 12,optimization
4026,Beyond $\tilde{O}(\sqrt{T})$ Constraint Violation for Online Convex Optimization with Adversarial Constraints,Room 4,general_machine_learning
4027,Dynam3D: Dynamic Layered 3D Tokens Empower VLM for Vision-and-Language Navigation,Room 5,applications
